id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
261,荣村小区,南山区,蛇口街道,东角头,2/8,196.9,28046,混合,1985-2011,未知,11,未知,否,无,单一来源,石云路4号，蛇口街道（蛇口老街片区），物业方招商地产。都市圈交易权属“商品房/经济适用房/乡产/安居型商品房”，房屋用途“普通住宅/底商/公寓”，11栋、车位352，建成年代跨1985-2011年——即蛇口原住民村（荣村）片区的统建/村产/安居房混合体，其中“乡产”房不可正常上市交易，风险高。未见“动迁安置房”记录，故回迁一栏记“无”。large_unit“否”为村统建/安居房形态推测。
262,蓝漪花园,南山区,蛇口街道,东角头,2/8,174.3,19880,住宅小区,2002-2006,未知,14,未知,未知,无,单一来源,蛇口老街51号，天源物产（深圳）有限公司开发（与同片区“春树里”同一开发商）。都市圈：2002-2006年、14栋、商品房、用途“普通住宅/商业/底商”、车位295。占地19880㎡做14栋，为多层/小高层组合。户数与户型未查到。
263,万科蛇口公馆,南山区,蛇口街道,东角头,2/8,83.7,18320,混合,2015-2019,未知,5,未知,未知,有回迁房,单一来源,花果路，万科开发。都市圈交易权属“商品房/动迁安置房/使用权”，房屋用途“普通住宅/商业/底商/商业办公类/公寓/商务公寓”，5栋、车位991——名为“公馆”，实际是含旧改动迁安置（回迁）房 + 70年住宅 + 商务公寓的混合体，必须逐栋区分产权年限与学位资格，不能整体按住宅小区处理。户数/户型未查到。
264,春树里,南山区,蛇口街道,东角头,2/8,128.5,14038,住宅小区,2004-2006（吉屋称2005年建成）,639,5,2-3房（吉屋户型库：2室2厅1卫、3室2厅1卫、3室2厅2卫；面积段未核实）,否,无,确认,蛇口新街26号，天源物产（深圳）有限公司开发。都市圈与吉屋网车位数均340（交叉一致），都市圈5栋、商品房、用途“普通住宅/商业/底商”；吉屋口径639户、2005年建成。户型库只有二房与三房，未见四房，故 large_unit 判“否”（面积段未取到，属于按户型室数推断）。
265,招商望海玥家园,南山区,蛇口街道,东角头,2/8,153.1,10528,回迁房,未知（2025年6月开盘，交楼年份未确认）,395,3（2栋44-45层住宅+1栋35层公寓）,可售部分36-60㎡ 1-2房,否,有回迁房（343/395套为回迁房，可售仅52套）,单一来源,蛇口老街片区旧改（2006年启动、2018年开拆、2022年招商蛇口接手）。占地约9072㎡与OSM 10528㎡量级吻合。回迁占比87%，本质是回迁房项目带少量可售商品房+公寓。仅有搜狐/网易楼盘稿（自媒体口径，仅摘要），贝壳/Q房/都市圈均未建库，数字需以官方备案核实。
266,翠苑小区,南山区,蛇口街道,东角头,2/8,199.3,9143,住宅小区,1989-1990,105,5-6（Q房5栋 / 都市圈6栋）,2房76.9㎡、3房77-78㎡,否,无,确认,蛇口新街213号，深圳市蛇口房地产有限公司开发，板楼、容积率1.6、96车位，房屋用途=普通住宅，交易权属含'乡产'。注意同名：深圳另有罗湖百仕达翠苑小区（太宁路99号、1993年、7栋），已按蛇口地址+坐标排除混淆。
267,围仔东,南山区,蛇口街道,东角头,2/8,162.6,6679,住宅小区,1990,约20（Q房，疑仅按1栋口径）,2（都市圈）/1（Q房）,3房2厅 75-114㎡,否,未知,单一来源,正式名'围仔东小区'，蛇口花果路4号、渔二社区。容积率4.1、无车位、绿化20%，开发企业空白，形态疑为原围仔村统建楼。Q房列蛇口学校学区，说明是可上学位的住宅。户数口径可疑（20户对应6679㎡地块偏低）。
268,南水小区,南山区,蛇口街道,水湾,2/8,98.6,40495,混合,1989-2003,未知,36,未知,未知,未知,单一来源,水湾路12号、海昌社区，深圳市蛇口房地产公司开发。36栋、跨1989-2003年建成、390车位；交易权属=商品房/使用权/乡产，房屋用途=普通住宅/商业/底商/商业办公类/公寓/商务公寓——是一个混合大院（住宅+商务公寓+商办），不是单一住宅小区。户数、户型无公开口径；Q房未建档（其'南水花园'是另一小区，公园路、1996-1997年、3栋）。
269,春天广场,南山区,蛇口街道,水湾,2/8,104.4,2685,住宅小区,2002,126,2,1房1厅42.3㎡、2房2厅65.5㎡,否,无,确认,名字带'广场'但实为深圳招商房地产开发的普通住宅（都市圈房屋用途=普通住宅；Q房用途=商铺/住宅）。水湾路10号、容积率4.11、150车位、物业费2-2.5元。全是小户型，占地仅2685㎡。
270,宝能太古城,南山区,蛇口街道,海月,2/8,45.7,45986,住宅小区,2010-2011,约2303（北区1359+南区944）,18（北12+南6）,南区3房70-88㎡为主；北区3-4房115-173㎡，另有208-442㎡大平层/复式,部分,无,确认,OSM单条（parts=2）覆盖南北两区。中心路（深圳湾段）2233号，宝能地产开发，总建面约43万㎡，南北由空中走廊连通；北区2400车位/绿化50%，南区1163车位/绿化35%；深圳湾学校学区。'大户型为主'取'部分'：南区以小三房为主、北区才是大户型。
271,君汇新天,南山区,蛇口街道,海月,2/8,174.5,37830,住宅小区,2009-2011,约744-770（乐有家744 / 百度百科770，口径不一）,9（都市圈）/7（乐有家）,4-5房 156-233㎡（含177㎡、201㎡、213㎡）,是,无,单一来源,中心路（深圳湾段）2269号、岸湾五街2-7号；容积率2、2254车位、房屋用途=普通住宅/商业/底商，交易权属含使用权。层高3.4m、全架空、户户南北通透。Q房未能取到建档页，户数/栋数各平台不一致（744/770/548；7/9/10栋），故只给区间。
272,曦湾天馥,南山区,蛇口街道,海月,2/8,95.9,11625,住宅小区,2008-2016（开盘2016-04，交房约2017-12）,390（Q房）/308（百度百科）,4（Q房）/5（都市圈）,3-4房 87.4㎡为主，另有5房183㎡、260㎡,部分,无,确认,后海滨路与工业八路交汇处东南角（宝能太古城南区旁），深圳市馥豪地产开发；容积率3.8、绿化率70%、311车位、物业费5.5元、深圳湾学校学区。87㎡即做四房，属'小面积多房'；大户型只是部分。户数两来源不一（390 vs 308）。
273,恒裕滨城二期,南山区,蛇口街道,湾厦,2/8,0.0,36998,住宅小区,2017,844（Q房）/833（乐有家）/839（房天下）,5,口径冲突：Q房列3房83.2㎡、4房88.2㎡（建面口径）；乐有家列169-273㎡的6-8室,部分,无,确认,后海招商东路与中心路交汇处（湾厦站），恒裕实业开发，5栋约150m超高层、1419车位、物业费6.15-6.5元、深圳湾学校学区。以'湾区赠送之王'（户型赠送率110-120%）著称，因此建面口径与实用面积口径差异极大，大户型判断只能取'部分'。注意乐有家把二期'建成年代'误写为1999年。
274,海境界家园,南山区,蛇口街道,湾厦,2/8,3.5,30499,住宅小区,2012-2013（一期）,632（Q房，一期）/633（一期规划）,5（一期）,2房73.1㎡、3房86.3㎡,否,有回迁房（推测）,单一来源,一二期归属未定：OSM点位距'后海公馆'115m、距已建档的'海境界家园一期/湾厦海境界'（后海大道1012号）约198m，且OSM占地30499㎡更接近二期口径（约3.16万㎡）。本条数据按一期填写。开发商为深圳市蛇口湾厦实业股份有限公司（原湾厦村集体股份公司），故推测含村民回迁房，但未找到回迁批文；容积率5.14、420车位、蛇口育才四小学区。
275,后海公馆,南山区,蛇口街道,湾厦,2/8,92.5,23089,住宅小区,2007-2008（2007-07开盘，2008-12交房）,550（Q房）/548（吉屋）,4,2房66.2㎡、3房102.8㎡,否,无,确认,别名映月湾花园，蓝天路8号，深圳市地业房地产开发。名字带'公馆'、吉屋把物业类型标为'公寓'，但同页明确写70年产权，都市圈房屋用途=普通住宅，Q房列蛇口育才四小学区——不是商务公寓。容积率2.6、477车位、30-32层塔楼、建面85902㎡。
276,名居·绿海湾,南山区,蛇口街道,湾厦,2/8,0.0,20168,住宅小区,2012-2013（2011-10开盘）,874,4（6单元）,3房86-112㎡、4房134.5㎡,部分,无,确认,正式名'绿海湾花园'（别名绿海湾畔），后海滨路1188号，名居房地产有限公司开发；容积率3.8、绿化40%、650车位、物业费4.2元、深圳湾学校学区。勿与宝安西乡'绿海名居'（2002年、7栋860户）混淆——那是同一家开发商的另一个项目。
277,广博星海华庭,南山区,蛇口街道,湾厦,2/8,128.9,19205,住宅小区,2004-2005,523-524（Q房524、百科523；乐有家560）,8（都市圈）/7（Q房）,2房69-75㎡、3房93-120㎡、4房约140㎡,部分,无,确认,工业七路3号，深圳市广博房地产开发；塔楼、容积率3.7、395车位、绿化26.8%、房屋用途=普通住宅/商业/底商、蛇口育才四小学区。
278,恒裕滨城一期,南山区,蛇口街道,湾厦,2/8,103.1,11305,住宅小区,2012-2014,365（Q房）/264（自媒体）,4,3房112-145㎡、4房168.4㎡,是,无,确认,中心路2117号，恒裕实业开发；容积率3.8、447车位、房屋用途=普通住宅、深圳湾学校学区。户型全在112㎡以上，大户型为主。户数两来源差异大（365 vs 264），以Q房建档为主。
279,弘都世纪公寓,南山区,蛇口街道,湾厦,2/8,178.7,3180,混合,2005-2006,159（Q房）/188（乐有家）/约88（Q房小区页摘要）,1,45.1㎡2房、67.5㎡2-3房、87.6㎡3房2厅,否,无,单一来源,工业七路3号单体楼，占地仅约3024-3180㎡、容积率4.38、55车位，深圳市弘都投资开发。名字叫'公寓'但交易权属=商品房、房屋用途=普通住宅/商业/底商（Q房用途=商铺/住宅/写字楼），且Q房列蛇口育才四小学区——不是40-50年产权无学位的商务公寓，判为住宅+商办混合单体楼。户数三来源互不一致（88/159/188）。
280,天悦湾花园,南山区,西丽街道,留仙洞,13/5,13.4,26793,住宅小区,2013-2015,602（Q房）/603（乐有家）,6,3房2厅88.95㎡为主；另有147-157㎡的'5-10室'整层分间型,部分,未知（交易权属含集资房，非明确回迁房）,确认,别名'天悦·南湾'（Q房建档名'天悦南湾'、焦点网别名'宏佳华府'），留仙大道2188号、留仙社区，深圳市天悦房地产开发；容积率3.2、850车位、物业费3.9元、文理实验学校学区。都市圈交易权属=商品房/集资房。乐有家/Q房列出的'153-157㎡ 7-10室'应是整层分间出租型，不能当普通四房读，故大户型判'部分'。
281,丽雅苑,南山区,西丽街道,留仙洞,13/5,19.5,19526,不确定,2010-2012,310（Q房）/637-640（乐有家、链家）,7（都市圈）/3（Q房）,3房2厅 89-90㎡,否,未知,推测,同发路1-2号、留仙社区。性质存疑：乐有家把'开发商'记为'深圳市南山区建筑工务局'（政府代建），都市圈交易权属=商品房/房改房/使用权，两项都指向保障性/安置住房（安居房或安置房），但没有第二个独立来源或政府文件确认，故 type 留'不确定'而非直接判安居房。数据也严重不一致：户数310 vs 640、栋数3 vs 7；997车位/640户比例偏高（1.56）反而更像商品房。需查南山区保障房名录复核。
282,西丽蓝天,南山区,西丽街道,留仙洞,13/5,3.6,8550,混合,2009,未知,3,未知,未知,未知,单一来源,OSM名'西丽蓝天'实为'西丽蓝天花园'（同发路1号）——Q房建档名直接叫'西丽蓝天花园'，且Q房与都市圈的容积率2.8、绿化率36%完全一致，可交叉确认为同一小区（都市圈条目名简作'蓝天花园'）。性质关键点：都市圈交易权属=商品房/军产，房屋用途=普通住宅/公寓，350车位——含军产（部队产权）房，疑原部队用地开发，故判'混合'。Q房该页无户数/户型/栋数（只给绿化、容积、物业费2.8元）。
283,宝能华府,南山区,西丽街道,留仙洞,13/5,196.6,5775,住宅小区,2013-2014,316,4（都市圈）/1栋4单元（Q房）,4-5房 109.3㎡,是,无,确认,同悦路18号、留仙社区，深圳宝能华府置业开发；容积率4.3、280车位、绿化35%、物业费3.8元、文理实验学校学区。按'四房即算大户型'的口径判'是'，但要注意面积只有109㎡（属小面积多房），按120㎡口径则不算。
284,百旺研发大厦,南山区,西丽街道,百旺,13,5.5,10334,写字楼商业,未知,未知,未知,未知,未知,未知,推测,沙河西路百旺信息科技园（13号线百旺站）内的研发办公楼。Q房、乐有家、深圳都市圈三家均无任何住宅建档；同园区仅'百旺研发公寓'（129m外）有建档。判定只凭名称+产业园区区位+邻栋公寓的存在，无一手证据，疑为OSM把园区研发楼误标为住宅性用地。不排除楼内含配套宿舍。
285,百旺研发公寓,南山区,西丽街道,百旺,13,73.7,4252,宿舍单位房,未知,未知,3,未知,未知,未知,单一来源,沙河西路5158号（百旺信息科技园）、百旺社区。都市圈：3栋、交易权属=商品房/使用权、房屋用途=普通住宅/写字楼，且无建成年代、无车位/容积率/绿化数据，Q房无建档——典型的产业园区配套研发公寓/宿舍（多为使用权、无学位、不能自由交易）。户数、户型、年份均查不到。
286,万科云城五期,南山区,西丽街道,石鼓,13,0.0,13136,不确定,未知（万科云城整体2015-2019）,未知,未知（OSM为单体楼，占地13136㎡）,未知,未知,未知,推测,查不到'五期'的独立建档。万科云城是留仙洞总部基地的住宅+商务公寓+研发办公混合组团：都市圈把它并成一条（30栋、2015-2019年、交易权属商品房/使用权/乡产、房屋用途含普通住宅/写字楼/商业/商业办公类/公寓/商务公寓）；Q房拆成一期（茶光路与创科路，商铺/住宅/商住，3栋，户型62-134㎡）、二期（住宅/商住，2栋）、三期（商住/住宅/商铺，7栋，67-134㎡）、六期（纯'商住'即商务公寓，1栋1024户，28.75-50.8㎡）。同组团既有70年住宅也有商务公寓，所以在没有五期单独资料前不能判性质。
287,珠光苑,南山区,西丽街道,茶光,7,98.8,17093,混合,2000,未知,13,未知,未知,未知（疑含村民安置/统建）,确认,西丽旧市场对面、曙光社区。都市圈把'开发企业'直接写作'珠光村委'，交易权属=商品房/使用权/乡产，房屋用途=普通住宅，13栋、310车位、板楼。Q房同一小区（地址写西丽路1061号，容积率2.54、绿化率25%与都市圈完全一致可交叉确认）但物业用途只标'商铺'、无户数户型。村集体开发+乡产/使用权混杂，故判'混合'；是否有正式回迁/安置批文未查到。
288,丽苑二村南区,南山区,西丽街道,茶光,7,160.2,5183,不确定,未知,未知,未知,未知,未知,未知,推测,Q房、乐有家、都市圈都没有'丽苑二村'建档。最近的已建档小区：'雅丽阁'（西丽南路70号，143m）、'丽苑村'（沙河西路32号，2000年、10栋、商品房/集资房、深圳市南山区南山实业公司开发，209m）。占地仅5183㎡，疑为西丽丽苑村二村片区的集资房/统建住宅区，但无任何可引用数据，不做进一步判断。
289,雅丽阁,南山区,西丽街道,茶光,7,49.4,2634,住宅小区,2000-2001,308,1（5单元）,3房2厅 97-105㎡,否,无,确认,西丽南路70号、西丽社区，深圳市宝利多实业发展有限公司开发；塔板结合、容积率2.63、350车位、绿化15%（都市圈）/30%（Q房）、房屋用途=普通住宅/商业/底商。占地仅2634㎡的单体商住楼，但是70年产权普通住宅。
290,永标大厦,南山区,西丽街道,茶光,7,5.2,1904,不确定,未知,未知,1（推测，OSM占地1904㎡）,未知,未知,未知,推测,Q房、乐有家、深圳都市圈（南山区935个小区全量清单）均无'永标大厦'建档。位置在西丽茶光站旁、雅丽阁（58m）与丽苑村（106m）之间，占地1904㎡，形态是单体商住楼/统建楼。没有任何可引用的年份、户数、户型、产权数据，不猜。
291,西丽华昌大厦,南山区,西丽街道,茶光,7,21.0,1354,不确定,未知,未知,1（推测，OSM占地1354㎡）,未知,未知,未知,推测,疑似同名混淆已排除：深圳都市圈确有'华昌大厦'（1992年、1栋、30车位），但坐标在南山中心区（约22.5325N/113.9264E），与本条西丽茶光站点位相距十余公里，不是同一栋。'西丽华昌大厦'本身在Q房/乐有家/都市圈均无建档，占地仅1354㎡，是单体楼。无可引用数据。
292,南国丽城,南山区,西丽街道,西丽,5/7,129.5,46165,住宅小区,2003-2005,1203,5（Q房，15单元）/6（都市圈）,2房78.8㎡、3房90-101㎡、4房121-127㎡；另有103㎡'6室'、118㎡'5室'分间型,部分,无,确认,留仙大道1306号、丽城社区，深圳市闽泰房地产开发，深圳市滨海物业管理；容积率4.58、1562车位（车位比1:1.54）、绿化40%、物业费1.7-3.6元；学区为大学城西丽实验小学（377m）+ 大学城丽湖实验学校初中部；距5号线西丽站约305m。共199个户型，103㎡做6室、118㎡做5室的是分间型，不能当大户型读。
293,众冠花园,南山区,西丽街道,西丽,5/7,183.3,18462,住宅小区,1999-2001,337（Q房）,5（Q房，9单元）/10（都市圈）,3房78.8㎡为主；另有1房44.4㎡、5房205.1㎡,部分,未知,单一来源,留仙大道1311号、丽城社区，开发企业为'深圳市众冠股份有限公司'——股份公司通常是原村集体改制而来，因此不排除含村民自留/安置房，但没查到回迁批文。容积率2.4、430车位、绿化率仅5%、物业费1-2.2元。户数与栋数两平台差异大（337户/5栋 vs 10栋）。
294,丽新花园,南山区,西丽街道,西丽,5/7,46.9,17330,混合,2004（Q房）；都市圈无年代,未知,16,未知,未知,未知（疑村民统建）,单一来源,沙河西路4011号、新围社区。16栋挤在约1.7万㎡内、只有244车位、容积率3、绿化20%、物业费0.8-2元，交易权属=商品房/使用权，'开发企业'一栏填的是物业公司（深圳市海中联物业管理）——整体形态更接近村统建/农民房片区而非商品房小区，故判'混合'。Q房建档物业用途只标'商铺'、无户数/栋数/户型。
295,留仙苑,南山区,西丽街道,西丽,5/7,83.7,16087,混合,2002（Q房）；都市圈无年代,未知,12,未知,未知,未知,单一来源,对应都市圈'留仙苑1期'（留仙大道2015号、大磡社区）：板楼12栋、交易权属=商品房/使用权/集资房、440车位、容积率2.6、绿化25%、物业费0.9-1.5元。集资房+使用权混杂，判'混合'。OSM该条为2个分片（parts=2），可能同时覆盖1期与相邻片区。Q房建档无户数/户型/用途。
296,丽新小区,南山区,西丽街道,西丽,5/7,52.1,10137,不确定,未知,未知,未知,未知,未知,未知,推测,三家平台均无'丽新小区'独立建档。点位在南天路一带：距已建档的'西丽书店综合楼'（南天路3号、1999年、2栋、商品房/集资房）约55m，距'丽新花园'（沙河西路4011号）约200m——与丽新花园不是同一小区。疑为丽新村/新围社区的老旧统建住宅区，占地10137㎡。无可引用数据。
297,新华大厦,南山区,西丽街道,西丽,5/7,151.8,9671,住宅小区,2010,396,2（5单元）,未知,未知,未知,单一来源,匹配存疑：Q房有'新华大厦'建档，地址[南山大学城]高新路10号、2010年建、2栋5单元396户、容积率3.5、绿化35%、物业用途=商铺/住宅、物业费1.5-2.3元、学区为大学城西丽实验小学+文理实验学校科创学校。该地址与OSM点位（西丽站、占地9671㎡）相距约200-300m，量级也自洽（9671㎡×3.5≈3.4万㎡建面/396户≈85㎡/户），但深圳都市圈南山区全量清单里没有西丽的'新华大厦'，故不能排除同名混淆，仅算单一来源。
298,莺新花园,南山区,西丽街道,西丽,5/7,186.8,8790,住宅小区,2009（另有口径称2002）,458,9,未知（容积率2.6、按458户/8790㎡地块推算单套建面约50㎡，疑为中小户型）,否,未知,单一来源,南山西丽高职院南门对面/新围村228号。开发商与物业均为深圳市新围实业有限公司（新围村股份公司），疑为村集体开发/统建性质项目，但未查到旧改回迁证据。建成年份两说：房天下+百度百科=2009-01-01竣工，另一摘要称2002年建成，存疑。房价约2.4万/㎡，远低于西丽商品房均价，也侧面提示非普通商品住宅。
299,众冠西郡园,南山区,西丽街道,西丽,5/7,61.8,4227,住宅小区,2006,124,未知（塔楼，占地4227㎡、容积率3.78）,2房78.65㎡ / 3房84.87㎡ / 4房121.24㎡,部分,无,单一来源,留仙大道以南、西丽大道以西。商品房住宅，保利物业，绿化率40%、容积率3.78、停车位96个。仅乐有家小区页一个来源。4房121㎡户型存在但占比未知，故记为“部分”。
300,众望楼,南山区,西丽街道,西丽,5/7,184.6,4155,混合,2004,202,未知（房天下写14栋，与4155㎡地块明显不符，疑为数据错误）,未知,未知,未知,确认,南山西丽沙河西路3283号，靠西丽站。房天下+百度百科一致：2004年建成、70年产权、丽新实业有限公司开发/物业。安居客口径标注“单位自建开发、业主自管”，故性质记为混合（住宅但带单位自建色彩）。均价约3.1万/㎡明显低于周边商品房。栋数口径不可信。
301,丽苑阁,南山区,西丽街道,西丽,5/7,24.6,1672,住宅小区,1999,56,未知（板楼，占地1672㎡，疑为1-2栋单体）,约99㎡ 4房（在租房源口径）,否,无,单一来源,南山区西丽沙河西路1381号，距5号线西丽站约141米。乐有家标注商品房、板楼、规划56户、1999年建成。src=地块但面积仅1672㎡，实为单体住宅楼。
302,金众·麒麟公馆,南山区,西丽街道,西丽湖,7,194.5,42706,住宅小区,2021,854（规划住宅户数）,8（6栋高层住宅 + 2栋商办公寓）,100-110㎡ 3-4房；135-177㎡ 4-5房,是,无,确认,西丽湖路/沁园路，大学城片区。总占地约43975㎡（与OSM 42706㎡吻合），总建面201860㎡，住宅建面148860㎡，容积率3.18，含1所6班幼儿园。项目含2栋商办公寓（非住宅），主体为70年产权住宅。楼王为大平层4+房、135-177㎡四至五房占比高，故大户型判“是”。
303,兴园居,南山区,西丽街道,西丽湖,7,187.2,17126,宿舍单位房,1998,52,未知（板楼，中介口径总建面仅5200㎡）,3房89-103㎡；另有4房80.6㎡,否,无（但为福利房性质）,单一来源,南山西丽镇西丽湖路4018号，距7号线西丽湖站约332米。乐有家明确标注“产权性质：福利房”，物业为深圳市西丽湖物业管理有限公司，开发商钧濠房地产，容积率2、绿化率10%、52户/42车位——典型单位福利房小院。OSM地块17126㎡远大于中介口径总建面5200㎡，疑OSM把西丽湖周边宿舍片区一并圈入。
304,松坪山科苑新区,南山区,西丽街道,高新北,13,1.2,34457,混合,2004（房天下竣工口径；片区1990年代即已开发，存疑）,726,未知,3房65-100㎡（65/85/95/100㎡三室两厅）,否,未知,单一来源,科技园北路/高新北六道/水木路，紧贴13号线高新北站（OSM距离1.2米）。乐有家：726户、726车位、容积率1.3、板楼、绿化率30%、商品房，但“建成年代暂无数据”；房天下另一条目“松坪山科苑新区”竣工2004-10-01。片区为1993年住宅局开发的“松坪村IT技术核心基地”配套区（其中松坪村三期为安居房），故本地块疑含单位/配套住房性质，未获确证，性质记混合。另见37㎡单间出租房源，与3房主力口径并存。
305,水口花园,宝安区,新安街道,上川,12,110.3,175032,住宅小区,1990（乐有家）/ 2000（房天下另一条目）,792（乐有家）；房天下另一条目仅188户,约28（乐有家摘要）；房天下另一条目5栋,3房80-93㎡（80/90/93㎡三室两厅）,否,未知,单一来源,宝安31区，距12号线上川站。物业费仅0.5元/㎡、1990年建成，属宝安老城区最早一批小区。口径混乱：乐有家(id2275)=1990年/792户/约28栋/占地约4万㎡；房天下(2810769780)=2000年竣工/5栋/188户/容积率1.37；安居客另有独立条目“水口花园(公寓住宅)”。OSM地块175032㎡远大于任何中介口径，几乎确定是把整片水口片区（含水口花园宿舍楼、公寓住宅等多个子小区）合并成一个地块，属OSM口径问题。
306,塘坊花园,宝安区,新安街道,上川,12,3.0,76440,混合,未知（一处摘要称2017，与老村统建楼形态不符，不采信）,约314（乐有家规划户数，仅对应8620㎡宗地）,5（同上，仅对应8620㎡宗地）,在售/在租多为500-960㎡整层整栋（6室、2室等），非常规商品房户型,是（若按整层整栋口径）,未知,推测,宝安区新安35区塘坊花园一巷22号。中介页虽写“商品房/住宅”，但房源单位面积500-960㎡、且5栋仅314户，形态与深圳村民统建楼/农民房集中区一致，疑为塘坊村统建楼片区而非商品住宅小区。OSM地块76440㎡远大于中介宗地8620㎡，OSM应是把整个塘坊片区圈成一块。所有关键数字都不可靠，故confidence=推测。
307,弘雅花园三期,宝安区,新安街道,上川,12,162.5,54877,住宅小区,1999,1075,25,3-4房 110-152㎡,部分,无,确认,建安一路与上川二路交汇处，距12号线上川站约160米。开发商深圳鸿荣源实业，开元国际物业，车位628个、物业费1.2-2.5元、绿化率46%，配游泳池/网球场。三期内含“雅豪轩”组团（房源标注雅豪轩8栋）。中介占地口径32200㎡ vs OSM 54877㎡，OSM可能含三期整体用地/相邻组团。主力110-152㎡中不少≥120㎡，故大户型判“部分”。
308,黄金台小区,宝安区,新安街道,上川,12,6.3,23940,混合,1992,383（另标规划745户）,12,3房80-95㎡（80/86/95.2㎡三室两厅）,否,未知（含集资房/自建房成分，非旧改回迁）,单一来源,宝安35区新安四路，紧贴12号线上川站（OSM 6.3米）。乐有家明确标注“产权性质：商品房、自建房（集资房）”，物业为深圳市黄金台物业管理有限公司，故性质记混合。同一“黄金台”主体（深圳市黄金台科技发展有限公司）也是隔壁雅然居花园的开发商。
309,招商臻府,宝安区,新安街道,上川,12,84.6,18148,混合,2019建成 / 2021交楼,608,6（4栋商品房 + 2栋保障房）,120㎡ 4房、155㎡ 4+1房（在售房源多为118-119㎡四房）,是,有（含2栋保障房/安居性质住房）,确认,宝安新安前进一路309-5号（建安路与新安四路交汇处），距12号线上川站约96米。占地20602㎡（与OSM 18148㎡接近）、容积率4.96、70年产权、招商蛇口开发、招商物业。乐有家明确写6栋中2栋为保障房，故type记混合、resettlement记“有”。房天下竣工时间2021-01-01，乐有家建筑年代2019年，实际交楼以2021为准（在售房源标注2021年建成、共42层）。
310,海滨花园,宝安区,新安街道,上川,12,6.3,17102,住宅小区,1991（另有1992-2001口径）,233,4,38-91㎡（1-3房，以中小户型为主）,否,未知,确认,宝安35区前进路254号（沃尔玛旁），紧贴12号线上川站（OSM 6.3米）。乐有家：1991年建成、规划233户、板楼、建面52400㎡、车位218、绿化率19.08%、物业费1.2-1.5元；深圳都市圈：1992-2001年、4栋、车位200。注意深圳多个区都有“海滨花园”，中介页也用“海滨花园(宝安)”区分，本条已用宝安新安/上川站交叉确认。
311,玖玖颂阁,宝安区,新安街道,上川,12,157.4,15978,住宅小区,2023（2023-12交付；70年产权起算2018年11月）,379,5,89-133㎡ 三至四房（89㎡三房两卫三阳台为主打）,部分,无,确认,宝安新安街道新安四路与建安一路交汇处，12号线上川站旁。占地14000㎡（OSM 15978㎡）、建面104140㎡、容积率5.04、绿化率40%、梯户比2梯4-5户、精装交付、中熙物业、开发商深圳市俊弘星实业。70年产权明确（2018.11-2088.11），非商务公寓。
312,君钰府,宝安区,新安街道,上川,12,73.2,14779,住宅小区,2017竣工 / 2018-2019交楼,448（房天下）～554（百度百科）,3,84-119㎡ 2-3房,否,无,确认,全称“联建·君钰府”，宝安新安前进一路与同和路交汇处（沃尔玛旁），距12号线上川站约400米。占地9194.29㎡（OSM 14779㎡偏大）、总建面约77437㎡、容积率5.98、绿化率40%、70年产权、深圳市联建投资发展有限公司开发、联建物业。竣工口径：房天下2017-12-31，乐有家/中原“2019年”，百度百科“2019年竣工”，深圳都市圈“2018-2019年建成”。户数两说448/554。
313,雅然居花园,宝安区,新安街道,上川,12,2.0,12088,住宅小区,2004,555,未知,82.45㎡ 2房 / 96.42㎡ 3房 / 111.93㎡ 4房,否,未知,确认,宝安新安中心区34区前进一路331号（天虹商场旁），距12号线上川站约146米。开发商深圳市黄金台科技发展有限公司（与隔壁黄金台小区同一主体），祺晓物业，总建面63989.65㎡、容积率4.7、物业费2.3元、1梯4户、车位比1.08。四房仅111.93㎡，未达120㎡，故大户型判“否”。
314,兰花苑,宝安区,新安街道,上川,12,61.1,12063,住宅小区,1992（乐有家）/ 1998（房天下）,438,10,2房约70-80㎡、3房92-100㎡（在售房源91.3㎡三房、共7层）,否,未知,确认,宝安宝城34区，前进一路与上川路交汇处，距12号线上川站约299米。房天下：建面43000㎡、占地15404㎡、10栋438户、容积率2、绿化率40%、物业费0.8元、地上80车位。乐有家描述：共10栋、每栋2个单元，1-2栋8层、3-10栋更高，一梯两户/一梯四户。建成年份两说1992/1998。多层无电梯老小区。
315,泰华花园,宝安区,新安街道,上川,12,114.1,8994,住宅小区,1996,240,3,3房84-102.5㎡（84.3/85/86/102.5㎡三室两厅）,否,未知,确认,别称“泰华新村”，宝城30区前进一路路口/宝民一路一巷69号。房天下：竣工1996-07-20、占地8068㎡（与OSM 8994㎡吻合）、建面31200㎡、3栋240户、容积率3、物业费1元、地上130车位、泰华房地产（中国）有限公司开发、泰华物业。乐有家宗地口径24205.2㎡与房天下8068㎡冲突，取房天下（与OSM一致）。
316,水口花园宿舍楼,宝安区,新安街道,上川,12,143.2,6749,宿舍单位房,未知,未知,至少4（地图数据可见D、E、F栋等）,未知,未知,未知,推测,地址为“宝安区31区水口花苑九巷二号 31区水口花园宿舍楼D/E/F栋”，仅在地图POI库（城市吧city8、360地图）有记录，无任何中介小区页，说明基本不进入二手房流通——符合宿舍/单位房特征。名称本身即“宿舍楼”，与id305水口花园同片区。年代、户数、户型均查不到，全部记未知。仅摘要来源。
